filename,pred_str
sample-000102.mp3,THEY WERE IN AN IMMENSE SETTING SURROUNDED BY THOUSANDS OF PEOPLE SPEAKING A STRANGE LANGUAGE
sample-000103.mp3,TANGIER IS NOT LIKE THE REST OF AFRICA
sample-000104.mp3,I'LL HANG IT UP
sample-000105.mp3,THERE IS A WAY OUT
sample-000106.mp3,I'M GOING WITH YOU THE BOY SAID
sample-000107.mp3,WHO IS YOUR FRIEND THE CHIEF ASKED
sample-000108.mp3,I'LL TOD YOU IN A MINUTE
sample-000109.mp3,I THINK THEY PERCEIVED THAT NOTHING WAS TO BE DONE AT THE MOMENT
sample-000110.mp3,IN SOME PLACES THE GROUND WAS COVERED WITH A SALT OF DRIED UP LAKES
sample-000111.mp3,THAT'S WHY I WAS SENT DOWN HERE
sample-000112.mp3,I HEARD A PECULIAR HUMMING SOUND FROM THE PIT
sample-000113.mp3,HE HAD COME TO A TOWN ONLY TO FIND A WOMAN WHO COULD INTERPRET HIS DREAM
sample-000114.mp3,WHY THE SHOTS STOPPED AFTER THE TENTH NO ONE ON EARTH HAS TRIED TO EXPLAIN
sample-000115.mp3,FOR SOME REASON WE WERE BLOCKED FROM ENTERING
sample-000116.mp3,THE THREAMING POOL WAS FULL OF CHLORINE
sample-000117.mp3,BUT YOU ARE IN THE DESERT
sample-000118.mp3,HE WAS MORE CONFIDENT IN HIMSELF THOUGH AND FELT AS THOUGH HE COULD CONQUER THE WORLD
sample-000119.mp3,SHERET FELLED HER VASSEL AND LAUGHED
sample-000120.mp3,I NOTICED THAT THE BOY ANSWERED
sample-000121.mp3,THROUGHOUT THE ENTIRE DAY WE BUILD BEYOND THE LOOKOUT FOR OUR ENEMIES
sample-000122.mp3,AT OTHER TIMES AT A CRUCING MOMENT YOU MAKE IT EASIER FOR THINGS TO HAPPEN
sample-000123.mp3,ALL THE JOY HE HAD SEEN THAT MORNING HAD SUDDENLY DISAPPEARED
sample-000124.mp3,YOU CAN'T DESERT NOW
sample-000125.mp3,I HAVE NO INFORMATION ABOUT TROOPS OR ABOARD THE MOVEMENT OF THE TRIBES
sample-000126.mp3,YOU HAVE BEEN STOPPING ME
sample-000127.mp3,THEY'RE ARRASED VOICES AND SOME SORT OF STRUGGLE APPEARED TO BE GOING OP
sample-000128.mp3,I GOT DRUNK YESTERDAY AND THOUGHT I BUILT A SUPER COMPUTER
sample-000129.mp3,HE WAS IMMENSELY EXCITED AT THE NEWS
sample-000130.mp3,USING SCRIPBLOCKERS IS GENERALLY A GOOD IDEA BUT IT REQUIRES THE USER TO LEARN A BIT
sample-000131.mp3,SO WHEN I LOOK OUT OVER YOUR SANSE I AM ALSO LOOKING AT HER
sample-000132.mp3,HE'S HOME COOKING DINNER
sample-000133.mp3,LET'S HAVE A LOOK AT THE STANDARD DEVIATION
sample-000134.mp3,NOW THAT'S TOO MUCH
sample-000135.mp3,HE JUST GOT A NEW KITE FOR HIS BIRTHDAY
sample-000136.mp3,THE CEILING COLLAPSED INWARDS
sample-000137.mp3,FOR EXAMPLE I CAN SAY SCORE TEST WORD TO PRINT TEST WORD OR CAMEL TEST WORD TO PRINT TEST WORD
sample-000138.mp3,I'M A WOMAN OF THE DESERT SHE SAID AVERTING HER FACE
sample-000139.mp3,WE WANT TO SELL HANDMADE CUOKA BOOTS IN THAT FOOD TRUOK
sample-000140.mp3,HE'S TALKING LIKE A CHILD
sample-000141.mp3,THE QUICKER THE BETTER
sample-000142.mp3,WHEN YOU MARRIED HER
sample-000143.mp3,FEW PEOPLE REALISE THE IMMENSITY OF VACANCY
sample-000144.mp3,THE ENGLISHMAN'S EYES LIT UP
sample-000145.mp3,FEW PEOPLE REALISE THE IMMENSITY OF VACANCY
sample-000146.mp3,WHEN THE SUN SETS THE MEN WILL ONCE AGAIN SURRENDER THEIR ARMS TO ME
sample-000147.mp3,ITS LAURA END WAS STILL EMBEDDED
sample-000148.mp3,BEFORE GUNS WERE INVENTED ARMIES HAD TROWE BULLETS AT EACH OTHER AND IF A BULLET TOUCHED YOU YOU HAD TO SET OUT UNTIL THE NEXT WAR
sample-000149.mp3,NOW LEAVE US ALONE SAID THE BOY TO THE YOUNG ARAB
sample-000150.mp3,ON THE FIRST DAY HE RETURNED WITH A RABBIT AND ON THE SECOND TOO
sample-000151.mp3,AS SOON AS HE SAW ME AMONG THE CROWD HE CALLED TO ME TO COME DOWN
sample-000152.mp3,I'M NOT HIDING ANYTHING THE BOY ANSWERED
sample-000153.mp3,A LARGE PORTION OF THE CYLINDER HAD BEEN UNCOVERED
sample-000154.mp3,I'M HUNTING WITH MY FALCON THE ALCHEMIST ANSWERED
sample-000155.mp3,IT'S NOT WHAT ENTERS MAN'S MOUTH THAT'S EVIL SAID THE ALCHEMIST
sample-000156.mp3,AN ARMY IS COMING THE BOY SAID
sample-000157.mp3,SO YOU KNOW ABOUT LUVE THE BOY SAID
sample-000158.mp3,THERE ARE RUMORS OF TRIBAL WARS HE TOLD THEM
sample-000159.mp3,THE FIRST RULE OF DON'T FIGHT CLUB IS LET'S TALK ABOUT IT
sample-000160.mp3,THE STEEL OF ITS BLADE GLITTERED AND THE LIGHT OF THE MOON
sample-000161.mp3,THE MAN LOOKED AT THE ANGEL IN SURPRISE
sample-000162.mp3,HE ONLY LOST THREE BUTTONS OFF HIS VEST
sample-000163.mp3,I THINK WE CAN DO BETTER AFTER THE BOAT SAILS
sample-000164.mp3,THE ENGLISHMAN DIDN'T ANSWER HIM DIRECTLY
sample-000165.mp3,HE FELT WEIGHTED DOWN BY THE SENTURIES OF TIME SINCE THE PYRAMIDS HAD BEEN BUILT
sample-000166.mp3,FATIMA THE GIRITA AVERNING HER EYES
sample-000167.mp3,THE BOY WAS RELIEVED
sample-000168.mp3,IN ANY CASE IT'S GOOD THAT YOU'VE LEARNED THAT EVERYTHING IN LIFE HAS ITS PRICE
sample-000169.mp3,NOT MOBINY DID
sample-000170.mp3,NOW LET'S SEE WHAT YOU LOOK LIKE WHEN YOU PROTEST
sample-000171.mp3,FEW PEOPLE REALISE THE IMMENSITY OF VACANCY
sample-000172.mp3,ON THE VERY FIRST PAGE IT DESCRIBED A BURIAL CEREMONY
sample-000173.mp3,YOU'RE RIGHT WHEN YOU SAY MY FATHER WAS NO BUSINESS MAN
sample-000174.mp3,THE WOMAN SAID SHE HAD NEVER HARD OF SUCH A PERSON AND HIRED AWAY
sample-000175.mp3,WHAT BOAT ARE YOU SAILING ON
sample-000176.mp3,HE MOVED ABOUT INVISIBLE BUT EVERYONE COULD HEAR HIM
sample-000177.mp3,WHAT'S THE MATTER WITH ELEANOR
sample-000178.mp3,IT MUST HAVE FALLEN WHILE I WAS SITTING OVER THERE
sample-000179.mp3,WORKED HARD JUST TO HAVE FOOD AND WATER LIKE TE
sample-000180.mp3,WHAT A LOAD OF TRASH SARAH APINED
sample-000181.mp3,REST WELL TONIGHT AS IF YOU WERE A WARRIOR PREPARING FOR COMBAT
sample-000182.mp3,THE TANAGORS PUT ON RED HOODIES FOR THEIR ANNUAL TO BALGON RUM
sample-000183.mp3,LEARN TO RECOGNIZE OMENS AND FOLLOW THEM THE OLD KING HAD SAID
sample-000184.mp3,BURLING CAN BE SO LOVELY THIS TIME OF YEAR
sample-000185.mp3,LAURA TOOK OUT A CIGARETTE AND PLACED IT IN HER MAP
sample-000186.mp3,THEY WERE FASCINATING STORIES EACH OF THEM LIVED OUT ITS DESTINY TO THE END
sample-000187.mp3,THE VISION VANISHED IMMEDIATELY BUT IT HAD SHAKEN HIM
sample-000188.mp3,ONE CAN IMAGINE THESE TWO COVERED WITH SAND RUNNING UP THE LITTLE STREET IN THE BRIGHT SUNLIGHT
sample-000189.mp3,CROOKS DON'T PAY TEXAS
sample-000190.mp3,THE OMENS HAD TOLD HIM SO
sample-000191.mp3,BUT THE BOY KNEW THAT HE WAS REFERRING TO FATIMA
sample-000192.mp3,THE ARAB ACCEPTED THEM WITHOUT A WORD
sample-000193.mp3,BUT THAT WAS SIMPLY BECAUSE MY EYE WAS TIRED
sample-000194.mp3,WELCOME TODAVE'S GUITAR SESSION
sample-000195.mp3,IS THAT JOB STILL OPEN
sample-000196.mp3,WHEN HE WAS A CHILD THAT MAN WANTED TO TRAVEL TO
sample-000197.mp3,HE BELIEVED IN OMENS
sample-000198.mp3,ON TOP OF ALL THAT THE WEEDS KEEP GROWING AND THE GARBIT HAS TO BE TAKEN OUT
sample-000199.mp3,BOUGHT A LOVELY JOP
sample-000200.mp3,AT THAT TIME IT WAS QUITE CLEAR IN MY OWN MIND THAT THE THING HAD COME FROM THE PLANET MARS
sample-000201.mp3,THAT'S NOT SO BAD
sample-000202.mp3,HOW STRANGE AFRICA IS THOUGHT THE BOY
sample-000203.mp3,HE HAD SEEN THE SHOOTING STAR AND WAS PERSUADED THAT A METEORITE LAY SOMEWHERE NEARBY
sample-000204.mp3,FOR EVERY TEN THEAD MEN AMONG OUR ENEMIES YOU WILL RECIVE A PIECE OF GOLD
sample-000205.mp3,AND EVENTUALLY MAN WOOL NOURISH YOUR SANDS WHERE THE GAME WOOL WONT AGAIN FLOURISH
sample-000206.mp3,THE ALCHEMISTS SPENT YEARS IN THEIR LABORATORIES OBSERVING THE FIRE THAT PURIFIED THE METALS
sample-000207.mp3,WE'RE JUST SLOWLY PLODDING THROUGH SOME USER INTERVIEWS AT THE MOMENT
sample-000208.mp3,ANY DECENT EDITOR CAN SHOW YOU I NUMBERS AND LET YOU JUMP TO A SPECIFIC WI
sample-000209.mp3,I'M GOING INTO THE DESERT THE MAN ANSWERED TURNING BACK TO HIS READING
sample-000210.mp3,IT WAS SUCH A GRADUAL MOVEMENT THAT HE FOUND IT ONLY BY NOTICING THE DOGS
sample-000211.mp3,THE ENGLISHMAN WAS UNABLE TO SLEEP ONE NIGHT
sample-000212.mp3,MAYBE TOMORROW SAID THE BOY MOVING AWAY
sample-000213.mp3,I WANT MY GARDEN TO BE FILLED WITH ROSES PATUNIAS AND PASSION FLOWERS
sample-000214.mp3,AND HE HAD A BITE
sample-000215.mp3,MR AND MRS NATE JOINED THE RED CROSS AND SEWED
sample-000216.mp3,THROUGHOUT THE ENTIRE DAY WE'LL BE ON THE LOOKOUT FOR OUR ENEMIES
sample-000217.mp3,JUST AS YOUR GRANDFATHER TAUGHT YOU
sample-000218.mp3,THE MOTOL HAS EFFECTUALLY THREE FULLY CONNECTED LAARS
sample-000219.mp3,HE SAW THAT FATIMA'S EYES WERE FILLED WITH TEARS
sample-000220.mp3,TWO DAYS LATER THE MERCHANT SPOKE TO THE BOY ABOUT THE DISPLAY
sample-000221.mp3,THE NIGHT WAS WARM AND I WAS THIRSTY
sample-000222.mp3,AS HE DID SO HE TALKED WITH THE MONK ABOUT THE TRIBAL WARS
sample-000223.mp3,AS HE LOOKED AT THE STONES HE FELT RELIEVED FOR SOME REASON
sample-000224.mp3,IT WAS VERY HALF A HOD OF FOCUTS
sample-000225.mp3,DURING THE THIRD YEAR THE OMENS WILL CONTINUE TO SPEAK OF YOUR TREASURE AND YOUR DESTINY
sample-000226.mp3,THE WIND HAS MANY NAMES
sample-000227.mp3,I PROMISED THAT I WOULD MAKE MY OWN DECISIONS HE SAID TO HIMSELF
sample-000228.mp3,THAT'S WHY I'M HERE IN THE MIDDLE OF HOT DESERT
sample-000229.mp3,MIGHT JUST AS WELL BE
sample-000230.mp3,THE SHOP WAS CLOSED ON MONDAY
sample-000231.mp3,HE FELT UNEASY AT THE MAN'S PRESENCE
sample-000232.mp3,LET'S HAVE YOUR STORY
sample-000233.mp3,IT WAS A BANDLE OF MONEY
sample-000234.mp3,ON THE FIRST DAY HE RETURNED WITH A RABBIT AND ON THE SECOND WITH TWO BIRDS
sample-000235.mp3,THE BOY WAS RELIEVED
sample-000236.mp3,IF YOU STILL DON'T KNOW WHAT RECURSION IS READ THIS SENTENCE AGAIN
sample-000237.mp3,THE THIEF WASN'T THERE THE OWNER BROUGHT HIM A CUP OF TEA
sample-000238.mp3,THEY ARE SO USED TO ME THAT THEY KNOW MY SCHEDULE HE MUTTERED
sample-000239.mp3,THE MON WAS IRRITATED
sample-000240.mp3,A SHEPHERD MAY LIKE TO TRAVEL BUT HE SHOULD NEVER FORGET ABOUT A  SHEEP
sample-000241.mp3,IT'S PRACTICALLY UP THERE NOW
sample-000242.mp3,AS I WATCHED THE PLANET SEEMED TO GROW LARGER AND SMALLER
sample-000243.mp3,CAME TO THE BAR HE HAD ENTERED ON HIS FIRST DAY THERE
sample-000244.mp3,THE BOY TRIED TO READ WHAT WAS WRITTEN IN THE SAND
sample-000245.mp3,I READ ONLY WHAT THE BIRDS WANTED TO TELL ME
sample-000246.mp3,HE STUCK HIS HAND INTO THE POUCH AND FELT AROUND FOR ONE OF THE STONES
sample-000247.mp3,IT SPREAD THROUGH THE PLANET'S ATMOSPHERE AND OBSCURED ITS MORE FAMILIAR FEATURES
sample-000248.mp3,AN IMPORTANT DIFFERENCE IS THE AMOUNT OF EXPERIENCES THAT IS TO SAY IN PUTS
sample-000249.mp3,YOU HAVE A MANIA FOR SIMPLIFYING EVERYTHING ANSWERED THE ENGLISHMAN IRRITATED
sample-000250.mp3,WHERE SHE USED TO LIVE
sample-000251.mp3,AT ONCE HE CONNECTED THE TWO INCIDENTS
sample-000252.mp3,WHEN HE WAS A CHILD THAT MAN WANTED TO TRAVEL TOO
sample-000253.mp3,HE DID FIND IT SOON AFTER DAWN AND NOT FAR FROM THE SAND PITS
sample-000254.mp3,I HAVE ALREADY FOUND MY TREASURE
sample-000255.mp3,THE BOY WAS BECOMING NERVOUS
sample-000256.mp3,WHO IS YOUR FRIEND THE TRUTH ASKED
sample-000257.mp3,THE ONLY SHEDOW WAS THAT OF THE FEW SKATTERED PINE TREE
sample-000258.mp3,BEFORE GON SWED INWAINTED ARMIES HAD TO THROW BULLER IN HIS SHOULDER AND IF A BULLET PLUCHED YOU YOU'LL HAVE TO SEEK OUT UNDER WENIS FLOR
sample-000259.mp3,MY SEVEN YEAR RESUME GAP IS MARKED NOT DRUGS
sample-000260.mp3,THEY PLAYED DUETS TOGETHER
sample-000261.mp3,HE DIDN'T KNOW THE MAN YET BUT HIS PRACTICED EYE WOULD RECOGNIZE HIM WHEN HE APPEARED
sample-000262.mp3,I'LL BE RIGHT BACK
sample-000263.mp3,SHE NEEDS TO GET HER TRANSCRIPTS AND PASSBART FIRST
sample-000264.mp3,WELL HAVE SOMETHING TO DRINK AND KEAP THESE HAWKS
sample-000265.mp3,THE ORANGE FRUIT IS NOT YET RIPENED
sample-000266.mp3,I MYSELF HEARD NOTHING OF THAT
sample-000267.mp3,YOU CAN'T GO ANY FARTHER ONE OF THEM SAID
sample-000268.mp3,HIRES TWO PERSONAL TRAINERS AND MAKE ONE OF THEM TRAIN LEATHERLONG
sample-000269.mp3,THE OLD MAN WORE A BREASTBLADE OF GOLD AND HE KNEW ABOUT MY PAST
sample-000270.mp3,INNERS A TRICK THE BOY THOUGHT
sample-000271.mp3,THE FIRST BASEMAN DROPPED THE BALL
sample-000272.mp3,HE PAUSED FOR A MOMENT TO SEE IF THE WOMAN KNEW WHAT THE EGYPTIAN YRAMIDS WERE
sample-000273.mp3,THE BOY NOTICED THAT THE OWNER OF THE BAR STOOD NEARBY LISTENING ATTENTIVELY TO THEIR CONVERSATION
sample-000274.mp3,IS IT FOR FURTHER AUTOMATIC PROCESSING
sample-000275.mp3,ONCE TO THE THIEF AND ONCE TO THE GENERAL
sample-000276.mp3,FROM THEN ON THE BOY ANDERSET HIS HEART
sample-000277.mp3,OF COURSE HE'S COMING BACK HERE
sample-000278.mp3,THEY'RE JUST A PILE OF STONES
sample-000279.mp3,I READ ONLY WHAT THE BIRDS WANTED TO TELL ME
sample-000280.mp3,THEN WHO ARE YOU
sample-000281.mp3,THE NIGHT WAS WARM AND I WAS THIRSTY
sample-000282.mp3,THERE WERE THREE HUNDRED WELLS FIFTY THOUSAND DATE TREES AND INNUMERABLE GOLD TANT SPREAD IN ONE CON
sample-000283.mp3,I'LL BET YOU DON'T REALLY NEED THOSE
sample-000284.mp3,THE PEAK OF THIS MOUNTAIN IS OVER TWO THOUSAND METERS ABOVE SEA LEVEL
sample-000285.mp3,THE BOY WATCHED THE EXCHANGE WITH FASCINATION
sample-000286.mp3,IT REQUIRED NO EXPLANATION UT JUST AS THE UNIVERSE NEEDS MONE S IT TRAVELS THROUGH ENDLESS TIME
sample-000287.mp3,I WON'T SAY ANYTHING
sample-000288.mp3,MY OMIS HAPTER
sample-000289.mp3,HE DIDN'T WANT TO CRY WITH THE OTHER PEOPLE THERE
sample-000290.mp3,LISTEN TO YOUR HEART
sample-000291.mp3,I'M DYING FOR WHAT I BELIEVE
sample-000292.mp3,BE TEA SEEMED LESS BITTER
sample-000293.mp3,OUR CLOTHES ARE DRY
sample-000294.mp3,THAT'S THE PRINCIPLE THAT GOVERNS ALL THINGS HE SAID
sample-000295.mp3,THE INVADERS CARRIED THE LAME EVERYWHERETHE BEAUTIFUL GIRL SPOKE OF THE INVADERS WITH PRIDE
sample-000296.mp3,THEY WERE RELIEVED AND HAPPY
sample-000297.mp3,A PART OF ME IS ALSO TRYING TO COME TO TERMS WITH THE FACT THAT I WON'T BE ABLE TO TRAVEL AS MUCH ANY MORE
sample-000298.mp3,WHAT DID I TELL YOU
sample-000299.mp3,SADLY MY DREAM OF BECOMING A SQUIRREL WHISPERER MAY NEVER HAPPEN
sample-000300.mp3,HE TRIED AGAIN TO CONCENTRATE ON THE PINK SHADES OF THE DESERT AND ITS STONES
sample-000301.mp3,A MONK DRESSED IN BLACK CAME TO THE GATES
sample-000302.mp3,THEN THE THING CAME UPON HIM IN A FLASH
sample-000303.mp3,THE BOY NOTICED THAT THE MAN'S CLOTHING WAS STRANGE
sample-000304.mp3,SCATTERED GROUPS OF PEOPLE WERE HURRYING FROM THE DIRECTION OF WOKING
sample-000305.mp3,THE HAL OF THE SHOOK COLLOPS
sample-000306.mp3,SOMEBODY HAD RETURNED MY LOST CREDIT CARD TO THE BANK
sample-000307.mp3,ALL YOU'VE GOT TO DO IS TALK TO HIM
sample-000308.mp3,THE ENGLISHMAN DIDN'T ANSWER HIM DIRECTLY
sample-000309.mp3,I CAN CLEAN UP THOSE GLASSES IN THE WINDOW IF YOU WANT SAID THE BOY
sample-000310.mp3,AT THE FIRST GLANCE IT WAS SEREANELY NOT VERY EXCITING
sample-000311.mp3,WHAT'S THIS THE END OF THE EIGHTH
sample-000312.mp3,AND THERE WERE GUNES ROCKS AND PLANTS THAT INSISTED ON LIVING WHERE A SURVIVAL SEEMED IMPOSSIBLE
sample-000313.mp3,BECAUSE YOU'LL KNOW ITS DREAMS AND WISHES AND WILL KNOW HOW TO DEAL WITH THEM
sample-000314.mp3,I HAVE DISABLED SOME OF THE CERTIFICATE AUTHORITIES BUT THEY ARE NOT GREAT OUT IN THIS LIST
sample-000315.mp3,THE STREAMER OF GAS CAME OUT TOWARDS US
sample-000316.mp3,YOU TOLD ME THAT
sample-000317.mp3,I'M GOING TO MISS ANNIE
